lecture_content,topic_name,topic_URI
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,nv,http://dbpedia.org/resource/Nevada
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,mary,http://dbpedia.org/resource/Mary_Shelley
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,rare,http://dbpedia.org/resource/Rare_species
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,line,http://dbpedia.org/resource/Retrotransposon
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,idf,http://dbpedia.org/resource/Israel_Defense_Forces
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,dft,http://dbpedia.org/resource/Discrete_Fourier_transform
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,dene,http://dbpedia.org/resource/Dene_(valley)
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,tfidf,http://dbpedia.org/resource/Tf–idf
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,hyphen,http://dbpedia.org/resource/Hyphen
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,rv,http://dbpedia.org/resource/Recreational_vehicle
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,toweb,http://dbpedia.org/resource/TOWeb
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,qi,http://dbpedia.org/resource/Qi
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/slides/RecommederSystems05.pdf,lengths,http://dbpedia.org/resource/Length
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,comp,http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,computer science,http://dbpedia.org/resource/Computer_science
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,er,http://dbpedia.org/resource/Emergency_medical_services
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,zoom,http://dbpedia.org/resource/Zoom_Corporation
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,moodle,http://dbpedia.org/resource/Moodle
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,alejandra,http://dbpedia.org/resource/Alejandra_(TV_series)
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,expert systems,http://dbpedia.org/resource/Expert_system
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,blackboard,http://dbpedia.org/resource/Blackboard
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,knowledge acquisition,http://dbpedia.org/resource/Knowledge_acquisition
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,conflict resolution,http://dbpedia.org/resource/Conflict_resolution
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,python,http://dbpedia.org/resource/Monty_Python
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,programming,http://dbpedia.org/resource/Computer_programming
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,json,http://dbpedia.org/resource/JSON
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,xml,http://dbpedia.org/resource/XML
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,nlp,http://dbpedia.org/resource/Natural_language_processing
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,deep learning,http://dbpedia.org/resource/Deep_learning
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,algebra,http://dbpedia.org/resource/Algebra
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,concordia,http://dbpedia.org/resource/Concordia_University
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,originality,http://dbpedia.org/resource/Originality
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,artificial intelligence,http://dbpedia.org/resource/Artificial_intelligence
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,ai,http://dbpedia.org/resource/Artificial_intelligence
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,chatbots,http://dbpedia.org/resource/Software_agent
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,natural language processing,http://dbpedia.org/resource/Natural_language_processing
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,personalization,http://dbpedia.org/resource/Personalization
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,rdfs,http://dbpedia.org/resource/RDF_Schema
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,sparql,http://dbpedia.org/resource/SPARQL
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,ml,http://dbpedia.org/resource/Machine_learning
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,text mining,http://dbpedia.org/resource/Text_mining
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,acquire,http://dbpedia.org/resource/Acquire
/Users/sharanyu/My Drive/Edu/Concordia/CU MACS/IS/Project/data/course_materials/COMP6741/course_outline/course_outline_comp474_6741_w2024.pdf,gina cody,http://dbpedia.org/resource/Gina_Cody
