lecture,lectureNumber,slides_content,readings_content
http://ROBOPROF.org/data#TechnicalDebt,03,file:///Users/sharanyu/My%20Drive/Edu/Concordia/CU%20MACS/IS/Project/data/course_materials/SOEN6431/slides/TechnicalDebt03.pdf,file:///Users/sharanyu/My%20Drive/Edu/Concordia/CU%20MACS/IS/Project/data/course_materials/SOEN6431/readings/TechnicalDebt03.pdf
