"additionalResources"
"https://concordiauniversity.on.worldcat.org/oclc/954339855"
"https://concordiauniversity.on.worldcat.org/oclc/801812987"
"https://concordiauniversity.on.worldcat.org/oclc/314121652"
"https://www.w3.org/People/Ivan/CorePresentations/RDFTutorial/"
"https://www-nlp.stanford.edu/IR-book/"
"https://www.w3.org/TR/rdf11-primer/"
"https://concordiauniversity.on.worldcat.org/oclc/960211579"
"https://concordiauniversity.on.worldcat.org/oclc/897466408"
