"title","description"
"INTELLIGENT SYSTEMS","Description:
Knowledge representation and reasoning. Uncertainty and conflict resolution. Design of intelligent systems. Grammar-based, rule-based, and blackboard architectures. A project is required.
Component(s):
Lecture; Laboratory two hours per week
Notes:

Students who have completed COMP 474 may not take this course for credit."
