course,courseTitle
http://ROBOPROF.org/data#IRST390,IRST 390: Field Studies in Ireland
http://ROBOPROF.org/data#PRIN321,PRIN 321: Lithography II
http://ROBOPROF.org/data#MANA445,MANA 445: Health and Safety Management
http://ROBOPROF.org/data#ESTU670,ESTU 670: ADED AS A FIELD OF STUDY
http://ROBOPROF.org/data#ARTE420,ARTE 420: Art Education for Elementary School
http://ROBOPROF.org/data#SCPA460,SCPA 460: POLITICAL COMMUNICATION
http://ROBOPROF.org/data#EXCI698,EXCI 698: SEL. TOP. EXERCISE SCIENCE
http://ROBOPROF.org/data#SOCI410,SOCI 410: Research Design and Analysis
http://ROBOPROF.org/data#RELI806,RELI 806: TOPICS IN JUDAIC STUDIES
http://ROBOPROF.org/data#COMP6281,COMP 6281: PARALLEL PROGRAMMING
http://ROBOPROF.org/data#ENGR243,ENGR 243: Dynamics
http://ROBOPROF.org/data#CIVI6681,CIVI 6681: Environmental Nanotechnology
http://ROBOPROF.org/data#CIVI7901,CIVI 7901: Environmental Engineering Research Project
http://ROBOPROF.org/data#MUSI402,MUSI 402: CAPSTONE SEMINAR AND PROJECT
http://ROBOPROF.org/data#GIIM633,GIIM 633: INVESTMENT LAW AND ETHICS
http://ROBOPROF.org/data#WSDB380,WSDB 380: Feminist Thought I
http://ROBOPROF.org/data#CIVI6711,CIVI 6711: Asset Management for Sustainable Civil Infrastructure
http://ROBOPROF.org/data#CART411,CART 411: Project Studio I
http://ROBOPROF.org/data#COMP345,"COMP 345: ADVANCED PROGRAM DESIGN, C++"
http://ROBOPROF.org/data#COEN6761,COEN 6761: Software Testing and Validation
http://ROBOPROF.org/data#SCEN351,SCEN 351: SPECIAL TOPICS - SCENOGRAPHY
http://ROBOPROF.org/data#COMS583,COMS 583: INTERNSHIP IN COMMUNIC STUD
http://ROBOPROF.org/data#MECH490A,MECH 490A:  Capstone Mechanical Engineering Design Project
http://ROBOPROF.org/data#MAST333,MAST 333: Applied Statistics
http://ROBOPROF.org/data#RELI325,"RELI 325: LEADERS, REBELS AND SAINTS"
http://ROBOPROF.org/data#JAZZ251,JAZZ 251: RHYTHM AND MELODY
http://ROBOPROF.org/data#PHYS291,PHYS 291: Experimental Mechanics I
http://ROBOPROF.org/data#INMS498,INMS 498: SPEC.TOP.THEORY/COMPOSITION
http://ROBOPROF.org/data#COMM212,COMM 212: Business Communication
http://ROBOPROF.org/data#EXCI690,EXCI 690: THESIS (CLINICAL EXER. PHYS)
http://ROBOPROF.org/data#SSOQ103,SSOQ 103: SHORT STUDIES OUTSIDE QUEBEC A
http://ROBOPROF.org/data#CLAS460,"CLAS 460: Ancient Pottery: History, Analysis, and Interpretation"
http://ROBOPROF.org/data#SOCI398,SOCI 398: Selected Topics in Sociology
http://ROBOPROF.org/data#HUMA886,HUMA 886: DIRECTED STUDIES
http://ROBOPROF.org/data#ELEC6251,ELEC 6251: MICROTRANSDUCER PROCESS TECH
http://ROBOPROF.org/data#RELI390,RELI 390: ANGELS AND DEMONS IN JUDAISM
http://ROBOPROF.org/data#PSYC850B,PSYC 850B: PRACTICUM-EXPERIMENTAL TECH
http://ROBOPROF.org/data#WILS701,WILS 701: PURE SCIENCES REFLECTIVE LEARNING ACTIVITIES II
http://ROBOPROF.org/data#CART459,CART 459: INDEPENDENT STUDY III
http://ROBOPROF.org/data#PSYC711,PSYC 711: External Practicum I: General
http://ROBOPROF.org/data#RELI695,RELI 695: MA Thesis Judaic Studies
http://ROBOPROF.org/data#EART399,EART 399: SPECIAL TOPICS IN EART
http://ROBOPROF.org/data#GPCB599,GPCB 599: How to Build a Startup: the Lean Launchpad Course
http://ROBOPROF.org/data#GIIM611,GIIM 611: FINANCIAL STATMNT ANALYSIS I
http://ROBOPROF.org/data#SOCI644,SOCI 644: SOCIOLOGY OF THE BODY
http://ROBOPROF.org/data#FMST332,FMST 332: ISSUES IN INDEPENDENT CINEMA
http://ROBOPROF.org/data#PTNG611,PTNG 611: PAINTING II
http://ROBOPROF.org/data#ENGR7531,ENGR 7531: Boundary Element Method in Applied Mechanics
http://ROBOPROF.org/data#FMPR452,FMPR 452: Advanced Project Internship II
http://ROBOPROF.org/data#INTE390,INTE 390: SELECT TOP IN WOMEN STUDIES
http://ROBOPROF.org/data#COMS240,COMS 240: Communication Theory
http://ROBOPROF.org/data#MUSI364,MUSI 364: ACOUSTIC INSTR./ORCHESTR.
http://ROBOPROF.org/data#WILE701,WILE 701: ENG / COMP SC REF LRN ACT II
http://ROBOPROF.org/data#ENGL394,ENGL 394: Contemporary Critical Theory
http://ROBOPROF.org/data#PHIL672M,PHIL 672M: TUTORIAL/RATIONALITY VALUES IN SCIENCE
http://ROBOPROF.org/data#FTRA517,FTRA 517: STAGE DE FORM 1:FRAN A ANGL
http://ROBOPROF.org/data#HIST427,HIST 427: ADV.STY/LTE.CLAS&MEDIEV.EUR
http://ROBOPROF.org/data#PHIL441,PHIL 441: Philosophical Foundations of Biology
http://ROBOPROF.org/data#PHIL292,PHIL 292: INTRO TO SPEC TOPICS IN PHIL
http://ROBOPROF.org/data#ARTE872,ARTE 872: ADVANCED CRITICAL ANALYSIS
http://ROBOPROF.org/data#CART214,CART 214: Visual Form and Communication
http://ROBOPROF.org/data#RELI6052,RELI 6052: Thesis (Judaic Studies)
http://ROBOPROF.org/data#RELI6013,RELI 6013: Selected Topics in Canadian Jewish Studies
http://ROBOPROF.org/data#EXCI323,EXCI 323: Research Experience in Exercise Science
http://ROBOPROF.org/data#COMS698,COMS 698: Major Research Paper
http://ROBOPROF.org/data#SCOL360,SCOL 360: Topics for Multidisciplinary Study
http://ROBOPROF.org/data#FPST298,FPST 298: SELECTED TOPICS IN FPST
http://ROBOPROF.org/data#ARTE424,ARTE 424: Art Education in the Secondary School II
http://ROBOPROF.org/data#RELI366,RELI 366: RELIGION AND MUSIC
http://ROBOPROF.org/data#GEOG371,GEOG 371: Landscape Ecology
http://ROBOPROF.org/data#FRAA413,FRAA 413: Rédaction
http://ROBOPROF.org/data#INDI638F,INDI 638F: MASTER'S LEVEL STUDIES GRADUATE FOOD SEMINAR
http://ROBOPROF.org/data#BLDG479,BLDG 479: Commissioning of HVAC Systems in Buildings
http://ROBOPROF.org/data#INDU6141,INDU 6141: LOGISTICS NETWORK MODELS
http://ROBOPROF.org/data#FPST211,FPST 211: ALGONQUIAN PEOPLES
http://ROBOPROF.org/data#RELI496X,RELI 496X: Independent Studies in Religion - Jewish Music and Identity in Europe and North America
http://ROBOPROF.org/data#AHSC510,AHSC 510: Advanced Research Methods in Youth Work
http://ROBOPROF.org/data#ENGL3350,ENGL 3350: The Bible and Contemporary Literature (also listed as RELI 3350)
http://ROBOPROF.org/data#MECH6061,MECH 6061: ANALY+DES/HYDRAUL CTRL. SYS.
http://ROBOPROF.org/data#ENGL310,ENGL 310: 16TH C PROSE & POETRY
http://ROBOPROF.org/data#TRES566,TRES 566: TOPIC-CHRISTIAN THEO STDY II
http://ROBOPROF.org/data#ARTH395,ARTH 395: INTENS. STUDY IN ART HIST.II
http://ROBOPROF.org/data#POLI417,POLI 417: Governance
http://ROBOPROF.org/data#INDU321,INDU 321: Lean Manufacturing
http://ROBOPROF.org/data#ELEC6601,ELEC 6601: DIGITAL SIGNAL PROCESSING
http://ROBOPROF.org/data#RELI407,RELI 407: TOPICS IN JUDAIC STUDIES
http://ROBOPROF.org/data#ANTH431,ANTH 431: Neo-Marxism and Cultures
http://ROBOPROF.org/data#ENGR7501,ENGR 7501: Advanced Finite Element Method in Structural Mechanics
http://ROBOPROF.org/data#ENGR6141,ENGR 6141: NONLINEAR SYSTEMS
http://ROBOPROF.org/data#PHIL641,PHIL 641: Philosophical Foundations of Biology
http://ROBOPROF.org/data#FLIT472,FLIT 472: La littérature française au féminin
http://ROBOPROF.org/data#COMS398,COMS 398: Selected Topics in Communication Studies
http://ROBOPROF.org/data#CLAS363,CLAS 363: Archaeology of Archaic Greece
http://ROBOPROF.org/data#COMS843,COMS 843: COMMUNICATION POLICY
http://ROBOPROF.org/data#HIST670,HIST 670: Selected Topics in History
http://ROBOPROF.org/data#SPEC828,SPEC 828: SPEC DOCTORAL LEVEL STUDIES
http://ROBOPROF.org/data#FBRS201,FBRS 201: Introduction to Fibres and Material Practices
http://ROBOPROF.org/data#TDEV311,TDEV 311: POP. THEATRE:THEORY/PRACTICE
http://ROBOPROF.org/data#POLI314,POLI 314: Special Topics in Canadian and Quebec Politics
http://ROBOPROF.org/data#WSDB385,WSDB 385: Introduction to Trans Studies
http://ROBOPROF.org/data#DANC201,DANC 201: Creative Process I
http://ROBOPROF.org/data#DFTT451,DFTT 451: Advanced Public Performance Design
http://ROBOPROF.org/data#MATH680,MATH 680: TOPICS IN APPLIED MATHEMATICS
http://ROBOPROF.org/data#BLDG7841,BLDG 7841: INFORMATION TECHNOLOGY APPLICATIONS IN CONSTRUCTION
http://ROBOPROF.org/data#ETEC515,ETEC 515: TOP. IN HUMAN PERF. TECHNOL
http://ROBOPROF.org/data#SPAN310,SPAN 310: Hispanic Literature from the 12th to the 17th Centuries
http://ROBOPROF.org/data#APLI696B,APLI 696B: RESEARCH PAPER
http://ROBOPROF.org/data#MATH252,MATH 252: Linear Algebra II
http://ROBOPROF.org/data#FBRS385,FBRS 385: ISSUES IN MATERIAL PRACTICES
http://ROBOPROF.org/data#BIOL330,BIOL 330: Vertebrate Biology
http://ROBOPROF.org/data#ADMI800,ADMI 800: BUSINESS ECONOMICS
http://ROBOPROF.org/data#HISW251,HISW 251: History of the United States to the Civil War Era
http://ROBOPROF.org/data#COMS435,COMS 435: Advanced Topics in Documentary
http://ROBOPROF.org/data#MATH215,MATH 215: Great Ideas in Mathematics
http://ROBOPROF.org/data#GPTK769,GPTK 769: A Successful Kahnawake Community Based Education Model in Indigenous Language and Culture
http://ROBOPROF.org/data#ENGL347,ENGL 347: Creative Non-Fiction Writing
http://ROBOPROF.org/data#PHYS252,PHYS 252: Optics
http://ROBOPROF.org/data#BCEE6001,BCEE 6001: GRADUATE SEMINAR IN BCEE
http://ROBOPROF.org/data#DART463,DART 463: INDEPENDENT STUDY III
http://ROBOPROF.org/data#ENGL801,ENGL 801: Pro-Seminar II: Methodology
http://ROBOPROF.org/data#CENT1400,CENT 1400: Accounting and Financial Management
http://ROBOPROF.org/data#PHIL487,PHIL 487: Origins of Analytic Philosophy
http://ROBOPROF.org/data#FMST803,FMST 803: SEM.FILM & MOVING IMAGE THEO
http://ROBOPROF.org/data#CATA390,CATA 390: ATHL. THERAPY FIELD INTER.
http://ROBOPROF.org/data#HIST642,HIST 642: Selected Topics in Middle Eastern History
http://ROBOPROF.org/data#MANA443,MANA 443: Compensation and Benefits Management
http://ROBOPROF.org/data#ACCO600,ACCO 600: TUTORIAL IN FINA REP/PRACTICE
http://ROBOPROF.org/data#FMST318,FMST 318: Experimental Film
http://ROBOPROF.org/data#SCUL611,SCUL 611: SCULPTURE II
http://ROBOPROF.org/data#POLI885,POLI 885: COMPREHENSIVE EXAM
http://ROBOPROF.org/data#ENGL672,"ENGL 672: Seminars in Creative Writing: Prose Fiction, Poetry and Drama"
http://ROBOPROF.org/data#HIST850,HIST 850: SEL TOPS IN HIST OF GENOCIDE
http://ROBOPROF.org/data#GPWL922,GPWL 922: Breaking the Isolation: Building Community on Campus
http://ROBOPROF.org/data#ESTU653,ESTU 653: TOPICS IN PSYC OF EDUC I
http://ROBOPROF.org/data#PHYS637,PHYS 637: CONDENSED MATTER PHYSICS II
http://ROBOPROF.org/data#ARTH363,ARTH 363: Studies in Medieval Art and Architecture
http://ROBOPROF.org/data#INDI898,INDI 898: DOCTORAL LEVEL STUDIES
http://ROBOPROF.org/data#HUMA870,HUMA 870: DIRECTED STUDIES
http://ROBOPROF.org/data#CEPS9999E,CEPS 9999E: IELTS Test (Payment Only)
http://ROBOPROF.org/data#ENGR690,ENGR 690: TOPICS IN ENGINEERING I
http://ROBOPROF.org/data#ARTH354,ARTH 354: STUDIES/INTERDISC.VISUAL ART
http://ROBOPROF.org/data#ENGR411,ENGR 411: Special Technical Report
http://ROBOPROF.org/data#FMST870,FMST 870: INDEPENDENT STUDY
http://ROBOPROF.org/data#ARTH376,ARTH 376: Topics in Indigenous Art
http://ROBOPROF.org/data#FPST203,FPST 203: First Peoples of Canada
http://ROBOPROF.org/data#POLI811,POLI 811: Special Topics in Comparative Politics
http://ROBOPROF.org/data#IRST228,IRST 228: CELTIC CHRISTIANITY
http://ROBOPROF.org/data#ECON302,ECON 302: Intermediate Microeconomic Theory II
http://ROBOPROF.org/data#ELEC6391,ELEC 6391: MICROWAVE ENGINEERING
http://ROBOPROF.org/data#CLAS392,CLAS 392: Intermediate Latin II: Poetry
http://ROBOPROF.org/data#ARTH802,ARTH 802: CLASSIFICATION:GENRES/DISC.
http://ROBOPROF.org/data#ETEC571,ETEC 571: ADMIN/EDUC TECH GROUPS
http://ROBOPROF.org/data#IMCA322,IMCA 322: Robotics for Artists
http://ROBOPROF.org/data#ENGL652,ENGL 652: STUDIES IN SHAKESPEARE
http://ROBOPROF.org/data#JPER330,JPER 330: Jazz Improvisation I
http://ROBOPROF.org/data#ENGL612,ENGL 612: STUDIES/RENAISSANCE LIT
http://ROBOPROF.org/data#ARTH359,ARTH 359: Studies in Contemporary Photographic Art
http://ROBOPROF.org/data#DANC420,DANC 420: Choreography II
http://ROBOPROF.org/data#POLI310,POLI 310: Politics of the U.S.
http://ROBOPROF.org/data#JOUR503,JOUR 503: INTRODUCTION TO VISUAL JOURNALISM
http://ROBOPROF.org/data#PSYC847C,PSYC 847C: BEHAV NEUROSCI AREA SEM II
http://ROBOPROF.org/data#PSYC483,PSYC 483: Directed Readings In Psychology
http://ROBOPROF.org/data#HIST336,HIST 336: Deviancy and Orthodoxy in the History of Mexico
http://ROBOPROF.org/data#MANA490,MANA 490: HONOURS SEMINAR IN MANAGEMENT II
http://ROBOPROF.org/data#GPLL37,GPLL 37: Writing a Literature Review
http://ROBOPROF.org/data#ETEC891,ETEC 891: DOCTORAL COMPREHENSIVE EXAM
http://ROBOPROF.org/data#COMP5541,COMP 5541: TOOLS+TECHNIQUES / SW ENGR.
http://ROBOPROF.org/data#PHYS370,PHYS 370: Nonlinear Dynamics/Chaos/Fractals
http://ROBOPROF.org/data#AERO472,AERO 472: Aircraft Pneumatic and Electrical Power Systems
http://ROBOPROF.org/data#CEBD1300,CEBD 1300: Intro to Data Analysis with Excel
http://ROBOPROF.org/data#HIST889,HIST 889: DOCTORAL SEMINAR
http://ROBOPROF.org/data#EAST300,EAST 300: ASA and Aural Skills II
http://ROBOPROF.org/data#ECON536,ECON 536: ECONOMICS OF TAXATION
http://ROBOPROF.org/data#BIOL681,BIOL 681: SPECIAL TOPICS-TOXICOLOGY I
http://ROBOPROF.org/data#FTRA529,FTRA 529: REVISION&CORRECTION EN TRAD ANGLAIS
http://ROBOPROF.org/data#ANTH498,ANTH 498: Advanced Topics in Anthropology
http://ROBOPROF.org/data#PSYC826,PSYC 826: Internal Practicum IV: General
http://ROBOPROF.org/data#GPTK765,GPTK 765: Decolonizing the Academy: Implications for Concordia’s Community
http://ROBOPROF.org/data#ENGL249,ENGL 249: Children's Literature
http://ROBOPROF.org/data#ACCO650T,ACCO 650T: TUTORIAL IN FINA REP/PRACTICE
http://ROBOPROF.org/data#MSCA673,MSCA 673: SEMINAR IN SEGMENTATION AND POSITIONING IN MARKETING
http://ROBOPROF.org/data#SPEC617,SPEC 617: SPEC MASTER'S LEVEL STUDIES
http://ROBOPROF.org/data#MAST728,MAST 728: RDG CRS/ACTUARIAL MATH
http://ROBOPROF.org/data#SCOL290,SCOL 290: Directed and Independent Study I
http://ROBOPROF.org/data#ENGR7011,ENGR 7011: GRAD. SEMINAR/MECH/INDU ENG.
http://ROBOPROF.org/data#MBA618,MBA 618: NATIONAL & INTRNTL ECONOMICS
http://ROBOPROF.org/data#ENGL694,ENGL 694: Research
http://ROBOPROF.org/data#PRIN472,PRIN 472: Independent Study in Print Media II
http://ROBOPROF.org/data#URBS393,URBS 393: Law and Regulation in Urban Planning
http://ROBOPROF.org/data#PHYS644,PHYS 644: ADV CLASSICAL MECH/RELATIV Y
http://ROBOPROF.org/data#ECON581,ECON 581: Labour Economics
http://ROBOPROF.org/data#CHEM614,CHEM 614: MDRN ASPCTS/PRACT MASS SPECT
http://ROBOPROF.org/data#GPLD155,GPLD 155: HR Essentials: Strategies for effective training and development
http://ROBOPROF.org/data#PHYS458,PHYS 458: Advanced Electrodynamics
http://ROBOPROF.org/data#DTHY623,DTHY 623: ADV. DRAMA THER. PRACTICUM I
http://ROBOPROF.org/data#GPCB627,GPCB 627: Preparing Your Application to Teach in CEGEP
http://ROBOPROF.org/data#PHOT312,PHOT 312: Large Format Photography II
http://ROBOPROF.org/data#ANTH6940,ANTH 6940: Bibliographic Research
http://ROBOPROF.org/data#ECON623,ECON 623: GROWTH AND DEVELOPMENT
http://ROBOPROF.org/data#LBCL390,LBCL 390: History of Music: Ancient to Classical
http://ROBOPROF.org/data#JOUR510,JOUR 510: Multimedia Journalism Tools and Design
http://ROBOPROF.org/data#INDU424,INDU 424: INTRODUCTION TO ENTERPRISE RESOURCE PLANNING
http://ROBOPROF.org/data#THEO499,THEO 499: ADV TOP/THEOLOGICAL STUDIES
http://ROBOPROF.org/data#RELI210,RELI 210: Religion in Practice
http://ROBOPROF.org/data#HIST385,"HIST 385: Age of Dictators: Europe, 1914-1945"
http://ROBOPROF.org/data#BIOL635,BIOL 635: ADV TOP/MOLECULAR GENETICS
http://ROBOPROF.org/data#MHIS471,MHIS 471: Independent Study I
http://ROBOPROF.org/data#COMP690,COMP 690: COMP.ANAL.NATURAL LANG.TEST
http://ROBOPROF.org/data#WSDB394,WSDB 394: Tutorial in Women's Studies
http://ROBOPROF.org/data#ADMI840,ADMI 840: CORPORATE FINANCE
http://ROBOPROF.org/data#DFTT335,DFTT 335: Set Design Realization
http://ROBOPROF.org/data#POLI657,POLI 657: NATIONALISM & ETHNICITY
http://ROBOPROF.org/data#SPEC615,SPEC 615: SPEC MASTER'S LEVEL STUDIES
http://ROBOPROF.org/data#ELEC464,ELEC 464: WIRELESS COMMUNICATIONS
http://ROBOPROF.org/data#COMP495,COMP 495: Honours Seminar
http://ROBOPROF.org/data#ARTH394,ARTH 394: INTENS. STUDY IN ART HIST. I
http://ROBOPROF.org/data#POLI408,POLI 408: Public Opinion and Public Policy
http://ROBOPROF.org/data#PHYS459,PHYS 459: Solid State Physics
http://ROBOPROF.org/data#RELI819,RELI 819: TOPICS IN JUDAIC STUDIES
http://ROBOPROF.org/data#CART315,CART 315: Digital Game Prototyping
http://ROBOPROF.org/data#GPLL15,GPLL 15: Writing an Engineering Academic Paper
http://ROBOPROF.org/data#AHSC270,AHSC 270: Introduction to Human Relations Theory and Research
http://ROBOPROF.org/data#ASEM642,ASEM 642: SEMINAR IN CONTEMPORARY ART
http://ROBOPROF.org/data#GEOG398,GEOG 398: Special Topics in Geography
http://ROBOPROF.org/data#COMS362,COMS 362: Psychology of Communication
http://ROBOPROF.org/data#COMZ360,COMZ 360: Mass Media
http://ROBOPROF.org/data#FRAN213,FRAN 213: Langue française : niveaux intermédiaires I et II
http://ROBOPROF.org/data#GPLL442,"GPLL 442: Developing a competitive Master’s scholarship application: NSERC, CIHR, FRQNT, FRQS"
http://ROBOPROF.org/data#SPEC652,SPEC 652: SPEC MASTER'S LEVEL STUDIES
http://ROBOPROF.org/data#MANA374,MANA 374: SUSTAINABLE MANAGEMENT
http://ROBOPROF.org/data#EAST498,EAST 498: Topics in Electroacoustics
http://ROBOPROF.org/data#INDI625,INDI 625: MASTER'S LEVEL STUDIES
http://ROBOPROF.org/data#CHST680,CHST 680: DIRECTED STUDIES
http://ROBOPROF.org/data#FINA470,FINA 470: International Finance
http://ROBOPROF.org/data#SPAN472,"SPAN 472: Discourses of Discovery, Colonization, and Resistance in Spain and Spanish America"
http://ROBOPROF.org/data#ARTT399,ARTT 399: TOPICS/STUDIO:IDEAS & ISSUES
http://ROBOPROF.org/data#INMS499,INMS 499: SPEC.TOPIC MUSIC THEO/COMP.
http://ROBOPROF.org/data#PHYS499,PHYS 499: ADVANCED TOPICS IN PHYSICS
http://ROBOPROF.org/data#MARK201,MARK 201: Introduction to Marketing
http://ROBOPROF.org/data#RELZ215,RELZ 215: Religions of Asia
http://ROBOPROF.org/data#COMS538,COMS 538: ORGANIZATIONAL COMMUNICATION
http://ROBOPROF.org/data#PHIL235,PHIL 235: Biomedical Ethics
http://ROBOPROF.org/data#MAST729,MAST 729: SEL TOPICS IN ACTUARIAL MATH
http://ROBOPROF.org/data#GPTK792,GPTK 792: Collaborative Note-Taking with OneNote
http://ROBOPROF.org/data#ESL204,ESL 204: Refining Academic English Language Skills
http://ROBOPROF.org/data#DFTT402,DFTT 402: DESIGN. STUDIO II:CONCEPTION
http://ROBOPROF.org/data#POLI208,POLI 208: Global Environmental Issues and Ecological Justice
http://ROBOPROF.org/data#PHIL474,PHIL 474: Current Research Topics in Continental Philosophy
http://ROBOPROF.org/data#FTRA681,FTRA 681: TUTORIAL IN LITERATURE (A)
http://ROBOPROF.org/data#INDU330,INDU 330: Engineering Management
http://ROBOPROF.org/data#JOUR527,JOUR 527: Elements of Lighting for VJ
http://ROBOPROF.org/data#SOCI280,SOCI 280: Debates and Challenges in contemporary Quebec Society / La Societe quebecoise:  defis et enjeux
http://ROBOPROF.org/data#ARTH272,ARTH 272: From Realism to Abstraction in Canadian Art
http://ROBOPROF.org/data#MECH412,MECH 412: Computer-Aided Mechanical Design
http://ROBOPROF.org/data#SOEN6311,SOEN 6311: FORMAL METHODS
http://ROBOPROF.org/data#MAST662,MAST 662: FUNCTIONAL ANALYSIS I
http://ROBOPROF.org/data#ESTU631,ESTU 631: TOPICS/ANTHROPOLOGY & EDUC I
http://ROBOPROF.org/data#MPER321,MPER 321: CHAMBER ENSEMBLE I
http://ROBOPROF.org/data#FMPR611,FMPR 611: FILM PRODUCTION II
http://ROBOPROF.org/data#COEN6331,COEN 6331: NEURAL NETWORKS
http://ROBOPROF.org/data#PHIL372,PHIL 372: Philosophy of Race
http://ROBOPROF.org/data#SPEC622,SPEC 622: SPEC MASTER'S LEVEL STUDIES
http://ROBOPROF.org/data#FLIT470,FLIT 470: Littérature et cinéma
http://ROBOPROF.org/data#ELEC6461,ELEC 6461: POWER ELECTRONICS II
http://ROBOPROF.org/data#MARK492,MARK 492: CROSS-CULTURAL COMMUN & MGMT
http://ROBOPROF.org/data#POLI691,POLI 691: EXTENDED RESEARCH ESSAY
http://ROBOPROF.org/data#URBS483,URBS 483: Directed Studies/Practicum in Urban Planning I
http://ROBOPROF.org/data#MSCA668,MSCA 668: SEMINAR IN INNOVATION AND MARKETING
http://ROBOPROF.org/data#APSS499,APSS 499: ADVANCED TOPICS IN APSS
http://ROBOPROF.org/data#BTM440,"BTM 440: Business Information Systems Risks, Security and Audit"
http://ROBOPROF.org/data#SCEN305,SCEN 305: INDEPENDENT STUDY I
http://ROBOPROF.org/data#ITAL399,ITAL 399: SELECTED TOPICS IN ITALIAN
http://ROBOPROF.org/data#MARK671,MARK 671: CONSUMER BEHAVIOR
http://ROBOPROF.org/data#SCEN299,SCEN 299: Special Topics in Scenography
http://ROBOPROF.org/data#MAST890,MAST 890: COMPREHENSIVE EXAMINATION A
http://ROBOPROF.org/data#FMST880,FMST 880: RESEARCH SEMINAR
http://ROBOPROF.org/data#FFAR259,FFAR 259: ART FORMS OF BOLLYWOOD
http://ROBOPROF.org/data#PSYC456,PSYC 456: FUNCTIONAL NEUROANATOMY
http://ROBOPROF.org/data#CHEM670,CHEM 670: SEL TOPICS
http://ROBOPROF.org/data#HUMA892,HUMA 892: Comprehensive Examination Minor Field I
http://ROBOPROF.org/data#CEPS1111EO,CEPS 1111EO: Exploring Data Integration and ETL
http://ROBOPROF.org/data#EDUC465,EDUC 465: Child Studies Practicum and Seminar: Early Childhood Settings
http://ROBOPROF.org/data#RELI372,RELI 372: RELIGION AND THE BODY
http://ROBOPROF.org/data#FRAA598,FRAA 598: ÉT.AVANCÉE SUJET PARTICULIER
http://ROBOPROF.org/data#JMEC905,JMEC 905: Real Estate Development
http://ROBOPROF.org/data#POLI629,POLI 629: CRITICAL PERSPEC. ON DVLP.
http://ROBOPROF.org/data#MATH646,MATH 646: RESEARCH INTERNSHIP
http://ROBOPROF.org/data#FMST890,FMST 890: RESEARCH AND THESIS
http://ROBOPROF.org/data#ETEC580,ETEC 580: GLOBAL PERSPECT E-LEARNING
http://ROBOPROF.org/data#COMM217,COMM 217: Financial Accounting
http://ROBOPROF.org/data#GERM450,GERM 450: GERMAN WOMEN WRITERS ACROSS THE AGES
http://ROBOPROF.org/data#CLAS211,CLAS 211: Greek Literature
http://ROBOPROF.org/data#FPST490,FPST 490: ABORIGINAL COMMUNITY ECONOMIC DEVELOPMENT I
http://ROBOPROF.org/data#COMS426,COMS 426: Television Studies
http://ROBOPROF.org/data#FMAN225,FMAN 225: ANALYTICAL DRAWING AND DESIGN FOR ANIMATION
http://ROBOPROF.org/data#POLI621,POLI 621: POLI LEADERSHIP&DECIS MAKING
http://ROBOPROF.org/data#HIST605,HIST 605: INTRO TO THE ORIGINAL ESSAY
http://ROBOPROF.org/data#EDUC305,EDUC 305: TECHNOLOGY FOR EDUC CHANGE
http://ROBOPROF.org/data#ACCO658T,ACCO 658T: Tutorial in Capstone I Seminar
http://ROBOPROF.org/data#POLI300,POLI 300: Not-for-Profit Organizations and the Law
http://ROBOPROF.org/data#ADIP511,ADIP 511: EDUC.PROB/PHILOSOPH.PERSPECT
http://ROBOPROF.org/data#ITAL351,ITAL 351: Dramatic Representations in Italian Cinema and Culture
http://ROBOPROF.org/data#STAT342,STAT 342: Statistical Quality Control
http://ROBOPROF.org/data#CIVI6011,CIVI 6011: PRECAST+PRESTR.CONCRT.STRUC.
http://ROBOPROF.org/data#FLIT478,FLIT 478: Littérature et gastronomie
http://ROBOPROF.org/data#RELI6015,RELI 6015: Material and Popular Culture in Judaism
http://ROBOPROF.org/data#HENV605,HENV 605: ADV QUAL. RESEARCH METHODS
http://ROBOPROF.org/data#SOCI490,SOCI 490: TOPICAL SEMINAR IN SOCI I
http://ROBOPROF.org/data#ECON513,ECON 513: Economic Growth and Fluctuations
http://ROBOPROF.org/data#ENGR6241,ENGR 6241: HYDRODYNAMICS
http://ROBOPROF.org/data#MATH354,MATH 354: Numerical Analysis
http://ROBOPROF.org/data#GPLL42,GPLL 42: Planning Your Thesis Submission
http://ROBOPROF.org/data#BIOL451,BIOL 451: Field Ecology
http://ROBOPROF.org/data#SOCI635,SOCI 635: Gender Studies
http://ROBOPROF.org/data#ITAL434,ITAL 434: The Epic Tradition in Italy
http://ROBOPROF.org/data#INDI642,INDI 642: MASTER'S LEVEL STUDIES INTELLIG TRANSPORT SYSTE
http://ROBOPROF.org/data#LING473,LING 473: Advanced Phonology
http://ROBOPROF.org/data#THEO238,THEO 238: Theology in Film
http://ROBOPROF.org/data#DART672,DART 672: Professional Internship II
http://ROBOPROF.org/data#PRIN398,PRIN 398: Special Topics in Print Media
http://ROBOPROF.org/data#CHEM447,CHEM 447: Solar Energy Conversion
http://ROBOPROF.org/data#RELI890,RELI 890: DOCTORAL SEMINAR
http://ROBOPROF.org/data#FTRA553,FTRA 553: CONTEXTES SOCIO-POLITIQUES
http://ROBOPROF.org/data#SCUL498,SCUL 498: SPECIAL TOPICS IN SCULPTURE
http://ROBOPROF.org/data#ENGL243,ENGL 243: Satire
http://ROBOPROF.org/data#MECH7231,MECH 7231: AEROTHERMODYN.VISCOUS FLUID
http://ROBOPROF.org/data#MHIS298,MHIS 298: Topics in Music History
