lecture,slides
http://ROBOPROF.org/data#Introduction_to_Intelligent_Systems,file:///Users/sharanyu/My%20Drive/Edu/Concordia/CU%20MACS/IS/Project/data/course_materials/COMP6741/slides/Introduction_to_Intelligent_Systems01.pdf
