"lecture","topicLabel","source"
"http://ROBOPROF.org/data#COMP6741_Lecture02","mona lisa","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Lectures/Lecture02/slides/KnowledgeBase02.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","suffix","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Lectures/Lecture02/slides/KnowledgeBase02.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","french","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Lectures/Lecture02/worksheets/worksheet02.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","french","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Labs/Lab03/COMP-474-2234-UU_Lab%2520Session_03_Moodle.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","french","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Lectures/Lecture01/slides/Introduction_to_Intelligent_Systems01.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","french","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Lectures/Lecture02/slides/KnowledgeBase02.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","youtube","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Lectures/Lecture02/slides/KnowledgeBase02.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","semantic networks","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Lectures/Lecture02/slides/KnowledgeBase02.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","php","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Lectures/Lecture02/slides/KnowledgeBase02.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","london","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Lectures/Lecture03/slides/VocabulariesAndOntologies03.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","london","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Lectures/Lecture02/slides/KnowledgeBase02.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","owl","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Lectures/Lecture04/slides/BaseQueries_and_LinkedOpenDataset04.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","owl","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Labs/Lab03/COMP-474-2234-UU_Lab%2520Session_03_Moodle.pdf"
"http://ROBOPROF.org/data#COMP6741_Lecture02","owl","file:///Users/sharanyu/Desktop/CleanIS/data/course_materials/COMP6741/Lectures/Lecture02/slides/KnowledgeBase02.pdf"
